title,uri,description,listing_id,industry,location,source,date,image,permanent_id
PIE Accountancy,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000Jg0oIAC,"We’re human, we’re direct and, above all, we care. We’re here to work with you and get your business ready for anything.",71d504b1-2abc-4236-868c-6eaf0474cc05,,,SalesforcePublic,1.77555E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/8bbc083c-f2dd-4994-baa6-bb76effcd1db-1660836229,f08155f2e858a59cbb4ac19dbbb6ccb67f03e4eb
Bracey's Accountants,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JiNxIAK,We provide a range of accounting services and work with you to identify the most suitable ... Our flexible approach allows you to combine services to run a fully outsourced finance function.,100afa92-9d4a-40fc-a44b-b78e4dfb5d75,,,SalesforcePublic,1.77555E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/316273d1-ff83-45c5-b0fd-6122f2c877d9-1507278883,98b317d516b24b8d6a78ffe8a856980354bada26
Cooper Parry Advisory Limited,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JiTXIA0,.,2f13ad06-e775-48b4-b910-2d2996312791,,,SalesforcePublic,1.77504E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/9ef430e1-f620-4fda-a6ef-7c1cc34c65cc-1701168809,f662008fc27e0a939edb942a7087ec41b1140242
Halo Bookkeeping & Accounting Ltd,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JiyDIAS,Award winning Bookkeeping practice located in South Derbyshire,ccb7d25a-043b-45cd-8aca-18325fc158d6,,,SalesforcePublic,1.77452E+12,https://brandfolder.xero.com/NE531UQB/at/jvqp9rbc6x4tnvnj8jnbf8pw/logo-placeholder.png?auto=webp&format=png,a13179a79258ef7be7a8089cef36da20e527da85
Ainsworths Ltd,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JiV3IAK,Independent firm of accountants offering the full range of accountancy services.,6bf8fa93-41d5-4691-b95a-adca2a1c6a68,,,SalesforcePublic,1.77445E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/bbe35a8f-b80c-40ae-8f00-4bbefd367dc0-1737637975,4a79874607c9bb9fb3d976343948e6ceb22a2841
Lucraft Hodgson & Dawes LLP,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgviIAC,,d319b8a5-995e-408b-bcd3-5f864bc167e2,,,SalesforcePublic,1.77435E+12,https://www.xero.com/pi/d179091c-4d5c-47ff-9a60-b1511f519549.jpg,708f2e43fc959bb8e30749c8ab6d4ef6b3495e59
David Owen & Co,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JhI7IAK,David Owen & Co is an established firm of Chartered Accountants and business advisers located in Devizes and Marlborough in Wiltshire.,3505bcfd-2d60-4066-b8f7-d958e747c8b2,,,SalesforcePublic,1.77497E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/89b45852-24d7-4078-b1bf-c0d09771d5bd-1501079587,5aa17f45caff3501876db92ca4b8b2dcff790779
RSR Accounting,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JIndIAG,"At RSR Accounting, we offer a complete range of Accounting Services to self-employed individuals, start ups, partnerships and companies, all at affordable prices",42030102-1ef1-4c8d-8e91-6a2c72dbcf57,,,SalesforcePublic,1.77446E+12,https://xero.my.salesforce.com/sfc/dist/version/download/?oid=00Do0000000biwC&ids=068Uv00000WDocX&d=%2Fa%2FUv000001HXOn%2F.MxGTsC1_kT2cnFVI4MDSjjGrsdKIuZOmQAt7j0NRIs&asPdf=false,3a68f3e746daf2dea4148819f4cfd068d9e9ae24
Digital Tax Matters Limited,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JhKfIAK,"Accountants who specialise in cloud accounting and providing clients with advice, support and the tools ... DTM has proudly achieved Xero Platinum status, the highest accolade we can ask for ...",21fd28f2-45b8-4862-ae39-9b9c585dd87e,,,SalesforcePublic,1.77558E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/63a912d4-fb6e-4696-88ae-1b2b3992a0b0-1740414679,e34e5fbd74c4d2dfe28807d7966d9c43cb16f75f
Beany UK,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgjkIAC,"Online accountants and advisors for UK businesses. Fixed price, paid monthly, to cover your end of year compliance and unlimited support, including Xero queries! - Xero Certified team - ...",f9f875b7-15cd-4ef4-9b24-2e89d453312d,,,SalesforcePublic,1.77558E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/cfdbd417-1e8b-4027-9fa0-7aa010c95351-1736464682,cf4af2de8cf79e7aef1a01876028e1a307cbface
Armstrong Watson,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000Ih1hIAC,"The complete cloud accounting solution With over 15 years Xero experience we are the ... We have extensive knowledge of the software and, alongside providing businesses with solutions for ...",30cdbf00-99e7-4397-8cb5-156b74095297,,,SalesforcePublic,1.77512E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/5baacbe5-1ef8-4755-a7f3-29a8a6f59455-1636384026,e4629a5b46d7621f11a6e0c84a0b80112375631e
1Office,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000Jg1HIAS,"1Office is a one-stop store that offers seamless access to business services from a single partner in ... Our offices provide accounting, bookkeeping, legal services, virtual office, company ...",589beb08-0b58-4fec-bc16-191cea8812f3,,,SalesforcePublic,1.77557E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/2bf9301d-6bbb-4329-9964-7167623883c4-1491996983,6d6463167623ce92c59b7e90e3ea5fd3fb538725
Ecommerce Accountants LLP,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000ItNpIAK,"We work with Amazon Sellers, Dropshippers, Retail Arb, Online Arb and More. Our team has years of experience helping ecommerce businesses with their accounts and tax returns.",aff2ed77-d0f6-43fd-8743-8a9fb874f4b3,,,SalesforcePublic,1.7752E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/271e84f7-1bd6-4ca2-a8c7-4e42cfb2ea65-1559931082,6f98b14a13bdac34e32e50d2d7047991d4ae19ea
Philip Bald Accountancy Ltd,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JkwnIAC,"We are a small, but very skilled team, who provide the full range of accounting and financial services you would expect from the larger firms, but without the larger fee.",004f1cf5-a4ba-4758-99d7-a6d7b816717e,,,SalesforcePublic,1.77513E+12,https://xero.my.salesforce.com/sfc/dist/version/download/?oid=00Do0000000biwC&ids=068Uv00000X8cOU&d=%2Fa%2FUv000001KcRx%2FGouN4JFDSr4nJpI5prZmrQdZol18EAE0oK0HAOSgEuo&asPdf=false,a5be728cc929711ef6b40bbd0691a6f787f662f9
Naylor Accountancy Services,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgYwIAK,"At Naylor Accountancy Services we use technology to make life easier for our clients, ... By partnering with our clients they get access to our expertise and they are able to outsource all ...",980e4cd5-81a4-4c6d-842a-f6537cb05246,,,SalesforcePublic,1.77556E+12,https://www.xero.com/pi/c5009585-c1ad-4709-8ae6-f1ece9e58f66.jpg,418c3b8871fe7a3d07241b7c2f315ddb82566db0
Douglas Home & Co,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JiOFIA0,"Our compliance teams are committed to provide a personal approach across a wide range of services including accounts and tax return preparation, bookkeeping, payroll and audit.",dc7e64c8-0d7e-4559-8c1d-cc3aa3a8489c,,,SalesforcePublic,1.77504E+12,https://brandfolder.xero.com/NE531UQB/at/jvqp9rbc6x4tnvnj8jnbf8pw/logo-placeholder.png?auto=webp&format=png,bb6a92ad08bf5a350df4319b69ec14c3053b3007
Awesome Accountants Limited,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JiVMIA0,"I am a Xero only practice, tailoring your service to your individual needs. Offering set up, training and daily management of your bookkeeping, accounts and tax needs.",82c13809-0bd0-4f28-bb75-8f1f3e40732e,,,SalesforcePublic,1.77494E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/66738602-a0ea-4474-8d85-5ff51c3278b0-1715342453,0130a46adc189d33f447d21b5eab152763c9d07e
Hentons Chartered Accountants,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JeweIAC,"The team includes the following service lines: Small and Micro Business Unit – An all-inclusive Accounting and Tax service designed for contractors, freelances or start-ups.",5b1ae206-3573-4fd7-b177-c795966b43b9,,,SalesforcePublic,1.77488E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/4868499f-ba6b-4b91-b50b-2703a3cc0f3d-1649170891,d63714308a23a95aef181fe62ed01f732ddc18f0
SPBK Ltd,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000Ji4TIAS,Legal book keeping services and training on Xero & LEAP Legal Software Extensive experience in legal cashiering ... All staff hold AAT and /or ILFM Diploma and a minimum of 10 years cashiering ...,ce2c09d4-1f2b-4d2e-884d-49634fa94b11,,,SalesforcePublic,1.77463E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/d26364a5-8e99-4570-abbd-abd625a16af9-1697793988,77e0806cb6c4fe832eb781b62656262b72bd94d0
Sleek,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000Jhq1IAC,"At Sleek, we’re all about making life easier for entrepreneurs with fast, reliable ... Our all-inclusive, transparent yearly pricing means you can plan with confidence, knowing there are no ...",83aa8d61-3dc9-4701-af11-10f773050441,,,SalesforcePublic,1.77555E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/35874ff3-57a6-4d86-aa59-9fcd2ff16eeb-1693457503,340b3be594e9ae5154dc4fc92d8f09e791a6c12a
Hatton Bond Associates Ltd,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JhGOIA0,We specialiase in Xero and automation processes to help businesses become more efficient. We work closely with clients to enable them to have access to real time data for decision making ...,45053b28-1f2f-48ac-86f0-5de21295bc8e,,,SalesforcePublic,1.7755E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/e8874eec-e078-42ca-a2ad-19ab2c8e4871-1631786114,3a0ee39f4ddbf4ca51a76c90bcfb63eeeec1a7ab
CED Accountancy Services Limited,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgujIAC,"CED Accountancy Services Limited (CEDAS) is a firm of Chartered Accountants based in Towcester, Northampton and Rugby providing Accountancy Services, taxation and business advice to a variety ...",27d562fc-fb13-4883-9bb5-5d1f8191c3c9,,,SalesforcePublic,1.77445E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/5f86ee4b-fe08-4fb1-98e0-e9fd713729b5-1555407451,ab162f895949e06a869b4bd9fbe9996902d9de36
Johnsons Chartered Accountants,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JhwwIAC,Forward thinking firm of accountants with deep background in driving efficiencies and business value for clients. Able to provide insight and assistance to all stages of a business.,230dc836-81bd-4891-8822-3dff0eaced2c,,,SalesforcePublic,1.77444E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/58000612-3fd5-4410-a1de-afe57192bcf9-1654880147,0424da957c76011d2526b4a7214343ba8fa539ed
Amcotshire,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JhzuIAC,"Our founder, an entrepreneur with over a decade of experience as a contractor, understands your challenges. ... We simplify accounting services, cutting through jargon.",68d0ed44-d928-42f4-b3a8-aac582d6b8a1,,,SalesforcePublic,1.77557E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/81be47b7-66d7-4dbe-826a-6b35aa20c31e-1722416049,3934be73d3ee6c7ae919acc7e965f011bfd4ac34
ViFi - A Streets Group Co.,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000DQ7xIAG,"Introducing your new outsourced finance department We act as your full finance team or enhance the one ... Make finance simple, flexible, and built around your goals – delivering powerful ...",fd9983ff-1cf9-4db6-ac14-77c41dfdb6d5,,,SalesforcePublic,1.77513E+12,https://xero.my.salesforce.com/sfc/dist/version/download/?oid=00Do0000000biwC&ids=068Uv00000IZiAR&d=%2Fa%2FUv000000i0if%2FvR0NQyL6dETfKCzbAnVSboEYBZkmAZfLuNbA8mnq1fs&asPdf=false,ae553b54a3a0b5780534262a5058e95313a502b3
Stewarts Accountants,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JfT2IAK,"Stewarts Accountants Limited is a firm of Chartered Accountants based in Berkhamsted offering accounts, ... We have been serving clients in the area for over 23 years and service businesses, ...",2a8185ea-2386-4547-9b38-542511e2b81e,,,SalesforcePublic,1.77512E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/ca9af390-83e3-44db-83d8-7b6cc9572b3c-1636033866,85dcb389379eb7584b2cfa1c4768f127e1d1ba21
Sifar Ltd,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000DqYfIAK,"Sifar Ltd is a digital, cloud based, fully qualified and regulated Accounting and Business Consulting firm ... As well as all the usual compliance Accounting Services, we also offer a Virtual ...",eb1ab8b8-b319-4da7-a76e-4be25f0a051d,,,SalesforcePublic,1.77454E+12,https://www.xero.com/pi/3f2ea144-6247-4d80-8dcd-e111d806ede2.png,0ff80f74a16f459e214e23320be74aa25eb7a962
Whitley Stimpson,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgBZIA0,"We want to help you solve your problems and enable you to plan for your future. We seek to provide a friendly, highly effective personal service, providing straightforward advice based ...",96937557-4dd7-416f-81b5-17ece4adbd6e,,,SalesforcePublic,1.77504E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/1ab51d92-c771-4be7-a70c-79b6b3bc97f4-1523972951,f5406e7033b8855ada6548daf88cbe5b8bef3499
Cottons Group,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgueIAC,"Cottons Group, are committed to providing expert knowledge in all areas of accountancy which ... We are able to offer you an unparalleled level of specialist accountancy advice and support.",c6fb2cec-fe9a-4bb3-9a1b-95a8fc192601,,,SalesforcePublic,1.77512E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/53ddcb14-a76f-4d2e-8f1d-e305266927a8-1680706273,efb4f7ce397ccbecc00b6401ea05696912a1ea20
M&K Bookkeeping,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JhVDIA0,"We have extensive knowledge in bookkeeping and business services for Sole Traders, Limited Companies, ... Accurate Bookkeeping by us will allow you to focus on your business and increasing ...",83db5612-a8c8-415f-9244-d5aea45d71bb,,,SalesforcePublic,1.77445E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/98448f27-9edb-47c9-83f8-2b23a581bd70-1597927070,541d217ed8a25969abaec999524dcb195f8b9afc
Hall Morrice LLP,http://www.salesforce.com/org:organization/object:Advisor_Directory__c/record:a84Uv000000JgQ9IAK,"Hall Morrice is an award winning independent firm of chartered accountants and ... Our people are our success. We choose them for their flair, commercial acumen and dynamic approach.",7f2ed43f-8452-4c33-9606-6271cae1333a,,,SalesforcePublic,1.77557E+12,https://s3.amazonaws.com/xero-prac-prod-practice-advisor-directory-images/a7c223bd-84a9-42b5-b095-ddd3c5b43706-1551253657,b92fb3dfa4fab248d4d0a60b60d9dbe62ac25604
