name,company_number,address_line1,locality,postcode,sic_codes,search_city,search_sic,latitude,longitude
CO-GENCY ACCOUNTANTS LIMITED,09952047,"C/O Co-Gency Corporate Finance Limited 2nd Floor, Lowry Mill",Swinton,M27 6DB,69201,Manchester,69201,53.517927,-2.335734
FINSYNC UK LIMITED,16272783,1 Kinder Way,Manchester,M24 5DE,"69201, 69202, 70221, 70229",Manchester,69201,53.558677,-2.200269
MA CONSULTANTS MCR LIMITED,16269763,16 Methuen Street,Manchester,M12 5TF,"69201, 69203, 70229, 82990",Manchester,69201,53.452724,-2.188189
ALTARA ADVISORY LTD,11978406,33 Skerry Close,Manchester,M13 9UD,"69201, 70229, 82990",Manchester,69201,53.47044,-2.229319
JEN FROM ACCOUNTS LTD,16272412,25 Marle Croft,Manchester,M45 7NB,69201,Manchester,69201,53.540491,-2.31456
ANKA ACCOUNTANTS LTD,14664864,Waters Edge Business Park Modwen Road,Salford,M5 3EZ,"69201, 69203",Manchester,69201,53.468003,-2.276863
ADAM CALLEGARIS LIMITED,09317505,52 Clifton Road,Manchester,M25 3HR,69201,Manchester,69201,53.532582,-2.289368
CHAMPION ALLWOODS LIMITED,04488097,1 Worsley Court,Manchester,M28 3NJ,69201,Manchester,69201,53.524208,-2.400162
TREE GROWTH LIMITED,08491773,3rd Floor Eastgate,Castlefield,M3 4LZ,69201,Manchester,69201,53.474461,-2.254742
BDS (PRESTON) LTD,13742372,103 Hazelhurst Road,Manchester,M26 2SW,69201,Manchester,69201,,
TRIDENT FINANCIAL SERVICES LIMITED,16127127,The Point,Manchester,M8 8LG,"69201, 70221",Manchester,69201,53.496551,-2.238413
SMART CITY ACCOUNTANTS & TAX ADVISERS LIMITED,07596158,55-B Derby Street,Manchester,M8 8HW,"69201, 69202, 69203, 70221",Manchester,69201,53.494869,-2.243649
BH ACCOUNTS LIMITED,10660228,1st Floor Cloister House Riverside,Manchester,M3 5FS,69201,Manchester,69201,53.48266,-2.253721
MIA & CO ACCOUNTANTS LIMITED,15164425,Initial Business Centre,Manchester,M40 8WN,"69201, 69202, 69203",Manchester,69201,53.499615,-2.205552
BOWDON ACCOUNTING SERVICES LTD,15246055,Bartle House,Manchester,M2 3WQ,69201,Manchester,69201,53.476469,-2.243906
AGP CONSULTING LIMITED,11750088,14 Cranleigh Drive,Manchester,M28 7ET,69201,Manchester,69201,53.513212,-2.390271
TJS FINANCE ASSOCIATES LTD,11036799,19 Hartley Road,Manchester,M21 9NG,69201,Manchester,69201,53.446024,-2.281313
PROPERTY PLUS ACCOUNTANTS LIMITED,15294672,85 Bury Old Road,Manchester,M25 0FQ,69201,Manchester,69201,53.522359,-2.26334
SRT ACCOUNTING SERVICES LTD,08874730,Ivy Mill Business Centre Silicon City Suite 2/3,Manchester,M35 9BG,"69201, 69202",Manchester,69201,53.512065,-2.157299
JL ACCOUNTANCY SERVICES LTD,07181236,726 Bolton Road,Manchester,M27 6EW,"69201, 69202, 69203",Manchester,69201,53.519989,-2.334408
WATKINSONBLACK (SERVICES) LTD,03711522,1st Floor 264 Manchester Road,Warrington,WA1 3RB,69201,Manchester,69201,53.396612,-2.571248
TAX & ACCOUNTANCY LTD,16342946,902 Chester Road,Manchester,M32 0PA,69201,Manchester,69201,53.453953,-2.299421
TRAFALGAR ASSOCIATES LIMITED,02882739,38 Barnhill Road,Manchester,M25 9NH,69201,Manchester,69201,53.523839,-2.28056
BEYOND THE BOOKS ACCOUNTING SERVICES LTD,15566181,22 Whitegate Park,Manchester,M41 6LW,"69201, 69202",Manchester,69201,53.44718,-2.385315
BRIGHT IDEAS ACCOUNTING LTD,11050351,80 Ashton Road,Manchester,M34 3JF,69201,Manchester,69201,53.4591,-2.115069
ENVYTAX LIMITED,15510177,Lord House,Manchester,M3 1HE,69201,Manchester,69201,53.491834,-2.241989
ROSADIGITS ACCOUNTANTS LTD,16348222,Apartment 1 Block D,Manchester,M4 7AQ,"69201, 69202, 70221",Manchester,69201,53.479248,-2.219919
MY SWEET PET LTD,12240009,2 Court Drive,Manchester,M40 1QX,"47760, 69201, 69202, 82990",Manchester,69201,53.494473,-2.165072
DNA SERVICES LTD,04188945,276 Palatine Road,Manchester,M22 4FR,69201,Manchester,69201,53.411593,-2.255436
ALETHEIA ACCOUNTING SERVICES LTD,14747644,1 Morland Road,Manchester,M16 9WZ,"69201, 78109",Manchester,69201,53.456818,-2.270195
SJ & ASSOCIATES LTD,08417820,33 Bent Street 2nd Floor,Manchester,M8 8NW,69201,Manchester,69201,53.49673,-2.239107
C.J.H ACCOUNTING LIMITED,14632190,226 Sandy Lane,Manchester,M43 7JX,69201,Manchester,69201,53.487748,-2.13088
SLW ACCOUNTANCY SERVICES LIMITED,16348937,Brulimar House Jubilee Road,Manchester,M24 2LX,69201,Manchester,69201,53.55452,-2.186256
ONE ACCOUNTANTS LTD,10658537,78 Dickenson Road,Manchester,M14 5HF,69201,Manchester,69201,53.452221,-2.219237
LIVING STONE BUSINESS CONSULTANTS LTD,15671850,International House,Manchester,M2 3HZ,69201,Manchester,69201,53.479531,-2.240789
E & A FINANCIAL SERVICES LTD,13363680,Suite 3 Mayfair House,Manchester,M20 6PL,"69201, 69202",Manchester,69201,53.416181,-2.231164
PAYGUARD LTD,09072910,"Unit C, Aldow Enterprise Park",Manchester,M12 6AE,"69201, 69202, 82190",Manchester,69201,53.47621,-2.219903
SCRIBBLE BUSINESS SERVICES LIMITED,03805825,Initial Business Centre Unit 7,Manchester,M40 8WN,69201,Manchester,69201,53.499615,-2.205552
PAM MASSEY LIMITED,04672599,Foxgloves 46 Market Street,Radcliffe,M26 1HB,69201,Manchester,69201,53.545816,-2.369337
WELL PAY PAYROLL LTD,11258343,Parkway 5 Suite 2 Parkway Business Centre,Manchester,M14 7HR,"69201, 69202, 70229, 82990",Manchester,69201,53.44852,-2.245915
SUBLIME ACCOUNTANTS LIMITED,15350858,69 Guildford Road,Manchester,M19 3ER,"69201, 69202",Manchester,69201,53.449427,-2.181188
TEN ACRE 1842 LTD,13199128,6 Hamilton Road,Manchester,M25 9GG,69201,Manchester,69201,53.526446,-2.284409
O'BRIEN PAYROLL UK LIMITED,04703306,1 Sibson Road,Lancashire,M21 9RH,69201,Manchester,69201,53.443951,-2.283678
PAYSTREAM ACCOUNTING SERVICES LIMITED,07598955,Mansion House,Altrincham,WA14 4RW,"62012, 69201, 69202, 69203",Manchester,69201,53.397888,-2.353017
MIARZA LIMITED,12352664,4 Holmfield Avenue,Manchester,M25 0BH,69201,Manchester,69201,53.524225,-2.268797
LAYTONS ACCOUNTANTS & BUSINESS ADVISERS LIMITED,13282487,6 Manchester Road,Buxton,SK17 6SB,69201,Manchester,69201,53.261099,-1.918408
INTEGER ADVISORY LIMITED,08447357,"5th Floor, 49 King Street King Street",Manchester,M2 7AY,"69201, 70229",Manchester,69201,53.481275,-2.245108
A & C ACCOUNTS AND BOOKKEEPING SERVICES LIMITED,04998057,64a Whittaker Lane,Manchester,M25 1ET,69201,Manchester,69201,53.528671,-2.270122
MY ACCOUNTING EXPERT LTD,15218283,Piccadilly Business Centre,Manchester,M12 6AE,"69201, 69202",Manchester,69201,53.47621,-2.219903
HARIA CONSULTANCY SERVICES LIMITED,12551499,69 Drywood Avenue,Manchester,M28 2QA,"69201, 69202, 69203",Manchester,69201,53.497836,-2.372402
GLAD ACCOUNTANCY LIMITED,15230338,Office 5 197 Manchester Road,Altrincham,WA14 5NU,"69201, 69203",Manchester,69201,53.401539,-2.352476
FD DIRECT (NW) LIMITED,10174489,Reedham House,Manchester,M3 2PJ,"69201, 70221, 70229",Manchester,69201,53.48185,-2.249828
FFT LIMITED,04510195,C/O Freedman Frankl & Taylor,31 King Street West,M3 2PJ,69201,Manchester,69201,53.48185,-2.249828
BEARDSELL FORENSIC ACCOUNTING LTD,15816294,Peter House,Manchester,M1 5AN,69201,Manchester,69201,53.477108,-2.243683
VIBAS LTD,09444222,International House,Manchester,M2 3HZ,"69201, 69202",Manchester,69201,53.479531,-2.240789
CREATOR COLLECTIVE SOLUTIONS LTD,16421961,Piccadilly Business Centre Blackett Street,Manchester,M12 6AE,"69201, 82110",Manchester,69201,53.47621,-2.219903
KEEPING TRACK ACCOUNTANTS LTD,16428312,Unit C,Manchester,M12 6AE,69201,Manchester,69201,53.47621,-2.219903
GM & CO ACCOUNTANTS LTD,16427378,Bartle House,Manchester,M2 3WQ,69201,Manchester,69201,53.476469,-2.243906
ACCOUNTANT@WORK LTD,08582896,4 Westwood Avenue,Manchester,M28 0HS,69201,Manchester,69201,53.523266,-2.418087
JOHNSON GEDDES LIMITED,06837560,Office 4 41 - 43 Liverpool Road,Manchester,M44 5BQ,69201,Manchester,69201,53.430908,-2.43342
WATERMARK FORENSIC LIMITED,11624394,795 Stockport Road,Manchester,M19 3DL,69201,Manchester,69201,53.446832,-2.191009
ALEXANDER & CO LAWYERS LTD,16550221,Peter House,Manchester,M1 5AN,"69109, 69201",Manchester,69201,53.477108,-2.243683
LOC-NAR TECHNOLOGY LIMITED,16729734,Mansion House,Altrincham,WA14 4RW,69201,Manchester,69201,53.397888,-2.353017
CLEARCUT PARTNERS LTD,16347124,Parkway 5 Parkway Business Centre,Manchester,M14 7HR,"69201, 69202, 69203",Manchester,69201,53.44852,-2.245915
ACCOUNTING SOLUTION MANAGEMENT LTD,16532713,Apartment 7 Velvet House,Manchester,M1 3WE,69201,Manchester,69201,53.475533,-2.235644
HASABA LIMITED,16536046,169 Cheetham Hill Road,Manchester,M8 8LG,"69201, 69203",Manchester,69201,53.496551,-2.238413
3G ACCOUNTING LTD,07576684,Piccadilly Business Centre Unit C Aldow Enterprise Park,Manchester,M12 6AE,69201,Manchester,69201,53.47621,-2.219903
PVG ACCOUNTING SERVICES & CONSULTANCY LTD,07260312,344 Moston Lane,Manchester,M40 9JS,"69201, 69202, 69203, 82990",Manchester,69201,53.51369,-2.194838
STRAIGHT EDGE ACCOUNTING SOLUTIONS LIMITED,10771134,1 Holly House Drive,Manchester,M41 6QS,"69201, 70221",Manchester,69201,53.447693,-2.382459
3RD EYE ACCOUNTAX LTD,10712796,Meadowbrook,Manchester,M26 4JG,69201,Manchester,69201,53.577311,-2.339135
MACARON CONSULTING LTD,08687620,Unit 7 Wilson Business Park,Manchester,M40 8WN,"10710, 69201, 69202",Manchester,69201,53.499615,-2.205552
NORRIE GIBSON & CO LIMITED,05042200,"Flat 7 Hickory Grange, Parr Hill",Manchester,M45 7ER,69201,Manchester,69201,53.544762,-2.29597
NRM CONSULTING LIMITED,16460848,Mansion House,Altrincham,WA14 4RW,69201,Manchester,69201,53.397888,-2.353017
LIBAAN ACCOUNTING LTD,15704942,22 Heald Place,Manchester,M14 4EA,69201,Manchester,69201,53.457011,-2.229292
CLEARCUT ACCOUNTING LIMITED,07266430,Parkway 5 Parkway Business Centre,Manchester,M14 7HR,"69201, 69202, 69203",Manchester,69201,53.44852,-2.245915
UBUNTU ACCOUNTING & BUSINESS CONSULTANTS LTD,11388878,Building 1 Suite 1a-4 Monsall Road,Manchester,M40 8WN,"69201, 69202, 70229",Manchester,69201,53.499615,-2.205552
THINK GROUP FINANCIAL LIMITED,16528642,The Point Building,Manchester,M8 8LG,"69201, 69202, 69203",Manchester,69201,53.496551,-2.238413
XEINADIN CORPORATE FINANCE LIMITED,11380661,100 Barbirolli Square,Manchester,M2 3BD,69201,Manchester,69201,53.475731,-2.244353
VANTAGE ACCOUNTING SOLUTIONS LTD,16540496,First Floor Swan Buildings,Manchester,M4 5JW,"69201, 69202",Manchester,69201,53.485461,-2.233302
REDSTONE ACCOUNTANCY (NW) LIMITED,16552584,253 Monton Road,Manchester,M30 9PS,69201,Manchester,69201,53.491594,-2.353191
REDUX FORENSIC ACCOUNTANTS LTD,13514198,"Unit 118, Carioca Business Park Sawley Road",Manchester,M40 8BB,"69201, 69203, 70229",Manchester,69201,53.491602,-2.212778
EXUS UK&I LIMITED,16572802,2 New Bailey,Salford,M3 5GS,"41100, 69201, 70229, 74909",Manchester,69201,53.481442,-2.256004
NEXUS EN LTD,15880023,82 King Street,Manchester,M2 4WQ,"69201, 70229",Manchester,69201,53.480793,-2.243719
THE FIFTH WICK LTD,16035575,86 Derby Street,Manchester,M8 8JW,"69201, 69202, 70221, 96090",Manchester,69201,53.4978,-2.251761
AMS AUDIT LIMITED,07766813,1 Hardman Street,Manchester,M3 3HF,69201,Manchester,69201,53.47988,-2.250781
ACCOUNTANCY MADE EASY (R/DALE) LTD,09706539,151b Bury New Road,Manchester,M45 6AA,"69201, 69202, 69203",Manchester,69201,53.5455,-2.291961
LM ACCOUNTANTS LIMITED,13921185,Bartle House,Manchester,M2 3WQ,"69201, 69202",Manchester,69201,53.476469,-2.243906
THE WEB ACCOUNTANTS LTD,14618146,86 Bury Old Road,Manchester,M8 5BW,"69201, 69202, 69203",Manchester,69201,53.514296,-2.246535
CLARITY BUSINESS CONSULTING LIMITED,16638290,Mansion House,Altrincham,WA14 4RW,69201,Manchester,69201,53.397888,-2.353017
JC TAX ADVISORY LIMITED,16639467,Bartle House,Manchester,M2 3WQ,"69201, 69203",Manchester,69201,53.476469,-2.243906
NB FINANCIAL ADVISORS LIMITED,16627487,104 Farmstead Drive Westhoughton,Bolton,BL5 3WB,"69201, 69203",Manchester,69201,53.548144,-2.502655
NOVARO FINANCIAL LTD,16838165,Unit C,Manchester,M12 6AE,"47910, 58290, 69201, 70229",Manchester,69201,53.47621,-2.219903
BOOKEPER LTD,16860196,109 Clarence Road,Manchester,M13 0ZE,"69201, 69202, 69203",Manchester,69201,53.456667,-2.206173
ACCOUNTANCYNET LTD,13854393,221 Slade Lane,Manchester,M19 2EX,"69201, 69202, 69203",Manchester,69201,53.442729,-2.198955
INTEL ACCOUNTING LTD,16869326,27 Newcroft Crescent,Manchester,M41 9NW,69201,Manchester,69201,53.444771,-2.334797
VISTRA CONSULTING LIMITED,16919683,Initial Business Centre,Manchester,M40 8WN,"62020, 69201, 94110, 96090",Manchester,69201,53.499615,-2.205552
CLARITAX ACCOUNTANTS LTD,13000707,"Office 9, Unit B Madison Place",Manchester,M40 5AG,"69201, 69202, 69203",Manchester,69201,53.504502,-2.196515
EDRAK GLOBAL LTD,16488936,90 Kershaw Lane,Manchester,M34 5SQ,"69201, 69202, 69203, 70229",Manchester,69201,53.479445,-2.136324
ACCOUNTANEERS LTD,15830447,"Brighton House, Office 2",Manchester,M14 5JQ,"69201, 69202, 69203, 70229",Manchester,69201,53.449613,-2.220203
CONRADIE LTD,14504006,"88 School Lane, Manchester",Manchester,M20 6GH,"69201, 70229",Manchester,69201,53.416455,-2.224319
SYNCADE FINANCE SOLUTIONS LTD,16876286,107 Mosley Common Road,Manchester,M28 1AH,"69201, 70229",Manchester,69201,53.508428,-2.430426
BI ACCOUNTANCY LTD,09352377,80 Ashton Road,Manchester,M34 3JF,69201,Manchester,69201,53.4591,-2.115069
BRIDGEPOINT FINANCIAL LTD,16881143,Flat 5 Bridgeman Place 19-23 Manchester Road,Bolton,BL2 1EH,"69201, 70221, 70229, 82990",Manchester,69201,53.574588,-2.423486
FINADATAMETRICS ENTERPRISE LIMITED,16826154,5 Imperial Way,Manchester,M9 8FE,"63110, 69201, 70221, 70229",Manchester,69201,53.520964,-2.224433
ZHQ CONSULTING LTD,11651577,C/O Menzies Llp One Express,Manchester,M4 5DL,"66210, 69201, 70221, 70229",Manchester,69201,53.484575,-2.231369
HINCHCLIFFE FINANCE & BUSINESS SOLUTIONS LTD,16920727,9 Humphrey Cresent,Urmston,M41 9PU,"69201, 78300, 82110",Manchester,69201,53.450529,-2.332885
WIE ACCOUNTANT LIMITED,16928535,City View House 5 Union Street,Manchester,M12 4JD,"69201, 69202, 69203, 70221",Manchester,69201,53.472865,-2.220865
TRENDS ACCOUNTING LTD,13099614,Bartle House,Manchester,M2 3WQ,"69201, 69202",Manchester,69201,53.476469,-2.243906
TRANSACCOUNTS LTD,15654980,International House,Manchester,M2 3HZ,"69201, 69203",Manchester,69201,53.479531,-2.240789
AUGMENT GROUP LIMITED,16680048,Bartle House,Manchester,M2 3WQ,"69201, 69202, 70229, 73110",Manchester,69201,53.476469,-2.243906
UAEB ACCOUNTANCY SERVICES LTD,16661727,176 Platt Lane,Manchester,M14 7DE,"69201, 69202, 69203",Manchester,69201,53.449594,-2.23008
A ACCOUNTS SERVICES LTD,15289943,Unit 114 Hellidon Close,Manchester,M12 4AH,69201,Manchester,69201,53.468692,-2.217364
CLJB LIMITED,16555513,Fft Reedham House,Manchester,M3 2PJ,69201,Manchester,69201,53.48185,-2.249828
GN ACCOUNTANCY & CONSULTING LTD,16657196,5 Keston Avenue,Manchester,M9 7AQ,"69201, 69203, 70229",Manchester,69201,53.526177,-2.193674
TAXGURU ACCOUNTANTS LIMITED,16456812,"Office 20, Halifax House",Manchester,M3 2GX,"69201, 69203",Manchester,69201,53.481089,-2.248287
ONLINE ACCOUNTING SOLUTIONS LTD.,05926042,C/O My Online Accountant Piccadilly Business Centre,Manchester,M12 6AE,69201,Manchester,69201,53.47621,-2.219903
ATS FINANCIAL SERVICES AND CONSULTANCY LIMITED,16715936,25 Sheerness Street,Manchester,M18 8TY,"66300, 69201",Manchester,69201,53.462657,-2.169662
PEERS & ASSOCIATES LIMITED,08352484,19 Hoy Drive,Manchester,M41 7HF,"69201, 69202",Manchester,69201,53.461493,-2.352415
LOTE TREE ACCOUNTANTS LTD,16611165,"Apt 632, 6 Leftbank",Manchester,M3 3AE,"69201, 82990",Manchester,69201,53.480987,-2.253982
ENTROPY ACCOUNTING LTD,16954578,International House,Manchester,M2 3HZ,"69201, 69202",Manchester,69201,53.479531,-2.240789
2AA ACCOUNTING LTD,16067267,"First Floor, Swan Buildings",Manchester,M4 5JW,69201,Manchester,69201,53.485461,-2.233302
NICHE ESTABLISHMENT LTD,13355114,"Office 4, 1/F 898 Chester Road",Manchester,M32 0PA,"69109, 69201, 70229",Manchester,69201,53.453953,-2.299421
JRH CONSULTANCY 22 LTD,15360837,The Tube 23 Vital House 86 North Street,Manchester,M8 8RA,"69201, 69202, 69203",Manchester,69201,53.494615,-2.235629
ASCENSO ACCOUNTING LTD,17047153,"1110, 7, Cortland Bankside Boulevard",Manchester,M3 7HF,69201,Manchester,69201,53.486929,-2.249496
OLMS ACCOUNTANTS LTD,16985495,13 Doncaster Avenue,Manchester,M20 1AG,"69201, 70221",Manchester,69201,53.438848,-2.237188
R & Y ASSOCIATES LIMITED,16972957,Lord House,Manchester,M3 1HE,69201,Manchester,69201,53.491834,-2.241989
MICHAELALEXCIA ACCOUNTING SERVICES LTD,12583198,Piccadilly Business Centre Unit C Aldon Enterprise Park,Manchester,M12 6AE,69201,Manchester,69201,53.47621,-2.219903
VANTAGEPOINTDATAI LTD,17070885,Flat 4 949 Rochdale Road,Manchester,M9 8AE,"63110, 69201, 70221, 70229",Manchester,69201,53.514603,-2.213195
HELPDESK ACCOUNTING LTD,17065252,Flat 31 Shorecliffe Rise 27 Radcliffe New Road,Manchester,M26 1LE,69201,Manchester,69201,53.556868,-2.314124
AKRAM & CO TAX CONSULTING LTD,13873315,"1st Floor, 64 Dickenson Road",Manchester,M14 5HF,"69201, 69203",Manchester,69201,53.452221,-2.219237
NUVON ACCOUNTANTS LTD,17081563,Flat B1701 9 Owen Street,Manchester,M15 4UB,69201,Manchester,69201,53.472184,-2.25149
NUMEROLOGY ACCOUNTANTS LTD,14676993,2 Croft Street,Hyde,SK14 1LH,"69201, 69202, 69203",Manchester,69201,53.449565,-2.079327
BRITVEX ADVISORY LTD,16133503,27 Gadbury Fold,Manchester,M46 0GN,"69201, 69202, 70229, 82990",Manchester,69201,53.522553,-2.507148
SLIM CO-ACS LTD,14907948,4 Vale Top Avenue,Manchester,M9 4LE,69201,Manchester,69201,53.50766,-2.205003
QADEER AND CO LTD,17100873,322 Slade Lane,Manchester,M19 2BY,"69201, 69202, 69203",Manchester,69201,53.443753,-2.199577
AUREX ADVISORY LTD,17111647,31 Westbank Road,Manchester,M20 4SU,"69201, 69202, 70221, 70229",Manchester,69201,53.428972,-2.21221
MUCHINO ACCOUNTING LIMITED,16603914,Bartle House,Manchester,M2 3WQ,69201,Manchester,69201,53.476469,-2.243906
M G ELLISON LTD,17118352,15 Burbridge Close,Manchester,M11 3DW,"69201, 69202",Manchester,69201,53.47883,-2.207652
TAXSHOP OUTLETS LTD,14761246,5 Tyldesley Road,Manchester,M46 9DA,69201,Manchester,69201,53.523246,-2.489689
VAT CONSULTANCY UK LTD,15722391,19-21 Rutland Street,Bolton,BL3 3NW,69201,Manchester,69201,53.565151,-2.445617
ARAUCANA LIMITED,07584227,37 Whitelow Road,Manchester,M21 9HG,69201,Manchester,69201,53.439525,-2.281707
SUBSTANTIATE SOLUTIONS LTD,12227377,76 Hilton Lane,Manchester,M28 0TA,"69201, 82990, 85590",Manchester,69201,53.522583,-2.412892
BR FINANCIAL LIMITED,10803264,155 Princess Road,Manchester,M14 4RE,"69201, 69202, 69203",Manchester,69201,53.45468,-2.244745
PARK LANE PARTNERS LIMITED,06278039,1st Floor Rico House George Street,Manchester,M25 9WS,"69201, 69202, 69203",Manchester,69201,53.51854,-2.274718
ANGLO RETAIL LIMITED,07783749,"Unit 94, Cariocca Business Park 2 Hellidon Close",Manchester,M12 4AH,"69201, 69203",Manchester,69201,53.468692,-2.217364
MAN AUDIT AND CONSULTING LIMITED,14437633,74 Dean Road,Manchester,M44 5AJ,69201,Manchester,69201,53.432733,-2.435892
CHREMA ACCOUNTANCY LIMITED,14952591,113 Lawton Moor Road,Manchester,M23 0PR,69201,Manchester,69201,53.408598,-2.284165
DJH MANCHESTER LIMITED,03413916,6th Floor St George's House,Manchester,M2 3NQ,"69201, 69202, 69203",Manchester,69201,53.477553,-2.245946
LMO BOOKKEEPING LIMITED,15839425,15 Attercliffe Road,Manchester,M21 9FS,"69201, 69202",Manchester,69201,53.437538,-2.285743
MANNET LIMITED,13438777,Reedham House,Manchester,M3 2PJ,69201,Manchester,69201,53.48185,-2.249828
PRIME INTEGERS LTD.,12881697,1210a Stockport Road,Manchester,M19 2RA,69201,Manchester,69201,53.436181,-2.185
VERITAS ACCOUNTANTS GROUP LIMITED,11903722,The Lexicon,Manchester,M2 5NT,69201,Manchester,69201,53.478083,-2.245708
BELFIELD & CO LIMITED,07478206,15 Medlock Road,Manchester,M35 9UA,69201,Manchester,69201,53.503957,-2.136041
IFA ACCOUNTANCY SERVICES LIMITED,07174625,87 Markfield Avenue,Manchester,M13 9AX,69201,Manchester,69201,53.463687,-2.216073
TP ACCOUNTING & CONSULTANCY LTD,12882623,81 Stockport Road,Manchester,M34 6DD,69201,Manchester,69201,53.453808,-2.112329
DIAMOND LEDGERS LTD,04820890,3 Campbell Road,Swinton,M27 5QG,"69201, 69202",Manchester,69201,53.503703,-2.343221
LESACA LIMITED,11415213,Halpern & Co,London,W1U 7LL,69201,Manchester,69201,51.518856,-0.154356
M ALI FINANCE LTD,15833270,65 Anson Street,Manchester,M30 8HH,69201,Manchester,69201,53.492246,-2.360341
JEP ACCOUNTANCY LTD,05169748,536 6 Leftbank,Manchester,M3 3AE,69201,Manchester,69201,53.480987,-2.253982
FASTNET FIGURES LTD,13688483,34 Greenhaven Close,Manchester,M28 3TX,69201,Manchester,69201,53.525387,-2.385873
CAMPBELLS PROFESSIONAL PARTNERSHIP LIMITED,09047057,Intermart House 76 Church Street,Bolton,BL6 6AB,69201,Manchester,69201,53.598692,-2.540215
MAP ACCOUNTANTS (EASTBOURNE) LTD,11548545,16 Blackfriars Street,Manchester,M3 5BQ,69201,Manchester,69201,53.484216,-2.248697
TAXES DONE RIGHT LTD,14825016,Piccadilly Business Centre  Aldow Enterprise Park,Manchester,M12 6AE,"69201, 69202, 69203",Manchester,69201,53.47621,-2.219903
THRIVE NOW LTD,13403316,198 Liverpool Road,Manchester,M44 5DB,69201,Manchester,69201,53.423731,-2.439487
PAY ACCOUNT & SERVICES LIMITED,14904488,9 Thornhill Close,Manchester,M34 2HS,69201,Manchester,69201,53.449321,-2.14758
RPG AUDIT SERVICES LIMITED,04010470,The Copper Room Deva City Office Park,Manchester,M3 7BG,69201,Manchester,69201,53.484305,-2.253504
CLUES LTD,14047761,Cardinal House,Manchester,M3 2LY,"64205, 69201, 69202, 69203",Manchester,69201,53.482551,-2.249636
MADISON BUSINESS SERVICES LIMITED,03800186,Bushbury House,Manchester,M20 4AF,69201,Manchester,69201,53.43512,-2.22651
AR BUSINESS SOLUTIONS LTD,04434329,66 Seymour Grove,Manchester,M16 0LN,"69201, 69202, 69203",Manchester,69201,53.459403,-2.27607
HALPERN ACCOUNTANTS LIMITED,13385263,40 Manchester Street,London,W1U 7LL,69201,Manchester,69201,51.518856,-0.154356
GREENUNA ACCOUNTANTS LTD,14732298,International House,Manchester,M2 3HZ,69201,Manchester,69201,53.479531,-2.240789
