place_id,name,address,country,suburb,city,rating,reviews,longitude,latitude,postcode,outward_code,flag_hospitality,flag_construction,flag_healthcare,flag_media,flag_professional_services,flag_real_estate,place_id,Badge,claimed,specialisms,fees,client_type,focus_area,client_portal,accreditations,submitted_entry,firm_slug,city_slug,specalist_segments,bio,website
ChIJlSEufn8DeEgRLCChkAUmGuM,Candour Accounts Limited,"Endeavour House, 7 Enterprise Way, Pinchbeck, Spalding PE11 3YR, UK",GB,Pinchbeck,Peterborough,4.3,12,-0.1417,52.80577,PE11 3YR,PE11,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde302ac7f702d6c376f4e_spalding.png,,,,,,,ICAEW,,,,,,
ChIJAS5yt9T_eUgROzwE2Shp2a8,Woodville Accounting & Payroll Ltd,"Repton, Bretby Business Park, Ashby Rd, Bretby, Burton-on-Trent DE15 0YZ, UK",GB,Bretby,Derby,5,46,-1.57269,52.79173,DE15 0YZ,DE15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69def0cdc278edaccb75113d_burton-on-trent.png,,,,,,,,,,,,,
ChIJFx7JlX8EeEgRHiE2kerPaV0,Cannon Williamson,"32 Pinchbeck Rd, Spalding PE11 1QD, UK",GB,Spalding,Peterborough,5,22,-0.1508,52.79064,PE11 1QD,PE11,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde302ac7f702d6c376f4e_spalding.png,,,,,,,,,,,,,
ChIJuYTLen4DeEgR2C9_y7ZeaU8,Salway & Wright,"32 The Crescent, Spalding PE11 1AF, UK",GB,Spalding,Peterborough,4.6,10,-0.1535,52.7866,PE11 1AF,PE11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde302ac7f702d6c376f4e_spalding.png,,,,,,,,,,,,,
ChIJb3aNIDFxekgRI9WDev8TQE0,JLK Accounting Limited,"67 Burton Bank Ln, Stafford ST17 9JJ, UK",GB,Stafford,Stoke-on-Trent,5,12,-2.12046,52.7807,ST17 9JJ,ST17,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde30fb839a8d447d7bcc6_stafford.png,,,,,,,,,,,,,
ChIJSce58YDXeUgRKnQnrRHkGM4,Karia Accountants,"Pera Business Park, Melton Mowbray LE13 0PB, UK",GB,Melton Mowbray,Leicester,5,26,-0.89177,52.77009,LE13 0PB,LE13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde0996dcc2c6ad0f8d419_melton-mowbray.png,,,,,,,,,,,,,
ChIJSVdkfKjYeUgRxokNxvfaEfY,Lyfe Accountants Limited,"Pera Business Park, Nottingham Rd, Melton Mowbray LE13 0PB, UK",GB,Melton Mowbray,Leicester,4.9,13,-0.89177,52.77009,LE13 0PB,LE13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde0996dcc2c6ad0f8d419_melton-mowbray.png,,,,,,,,,,,,,
ChIJk6TzIKnWeUgR9rlQy7cv6Wc,Xitax Accounting Solutions,"Pera Business Park, Nottingham Road, Melton Mowbray, Leicestershire LE13 0PB, UK",GB,Melton Mowbray,,4.9,59,-0.89288,52.76925,LE13 0PB,LE13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJt2qRmh_UeUgRUwoHHoGUzyc,RR Accountancy Ltd,"32 Leicester St, Melton Mowbray LE13 0PP, UK",GB,Melton Mowbray,Leicester,4.7,14,-0.88884,52.76446,LE13 0PP,LE13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde0996dcc2c6ad0f8d419_melton-mowbray.png,,,,,,,,,,,,,
ChIJLeBsTz3feUgRqPPBfYC9mvY,The High Street Accountant,"5 High St, Sileby, Loughborough LE12 7RX, UK",GB,Sileby,Leicester,5,34,-1.11132,52.73077,LE12 7RX,LE12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde0593cd32a6eab433fd4_loughborough.png,,,,,,,,,,,,,
ChIJO5cvYArfeUgR6nAqR7zDnag,Ask! Accountancy,"154 Rothley Rd, Mountsorrel, Loughborough LE12 7JX, UK",GB,Mountsorrel,Leicester,5,26,-1.13865,52.72144,LE12 7JX,LE12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde0593cd32a6eab433fd4_loughborough.png,,,,,,,,,,,,,
ChIJYW2LN9Vhd0gRO56z2DdL35g,C&K Accountancy & Taxation Services Ltd,"1, Brook Park, Gaddesby Ln, Leicester LE7 4ZB, UK",GB,,Leicester,4.9,38,-1.01504,52.71401,LE7 4ZB,LE7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,
ChIJF0eJSqZhd0gRwpaCgucBh8M,MLA Chartered Accountants | Accountant in Leicester,"16A Cross Grn, Rothley, Leicester LE7 7PF, UK",GB,Rothley,Leicester,4.9,70,-1.13731,52.70905,LE7 7PF,LE7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJy8v3sILfeUgRgeZjAGdBehc,Clear Path Accountancy,"Dormer House, 44 Town Green St, Rothley, Leicester LE7 7NU, UK",GB,Rothley,Leicester,5,18,-1.13947,52.70663,LE7 7NU,LE7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,
ChIJ4SegbNjZeUgRFuZKSSFGF_w,Bodycot Bookkeeping,"32 Syston Rd, Queniborough, Leicester LE7 3FX, UK",GB,Queniborough,Leicester,5,17,-1.05208,52.70638,LE7 3FX,LE7,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJfaOdFBxfd0gRhfC77utMr54,Linford Grey Associates - Chartered Certified Accountants,"Unit 3, Cartwright Court, Forest Business Park, Cartwright Way, Bardon Hill, Coalville LE67 1UE, UK",GB,Bardon Hill,Leicester,4.9,11,-1.32897,52.70364,LE67 1UE,LE67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69ddde3d2c2e263338499860_coalville.png,,,,,,,,,,,,,
ChIJvRorZbIKekgRuFkS2IclQKc,Business Partners Accountants & Bookkeepers,"Point South, Park Plaza, Hednesford, Cannock WS12 2DB, UK",GB,Hednesford,Birmingham,5,30,-2.01074,52.69009,WS12 2DB,WS12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69ddddc9c9a857a2d44ec25c_cannock.png,,,,,,,,,,,,,
ChIJG7vvmLn1d0gRT2Bac_IJp-k,Infinity Accounting,"Office 29, Eventus Sunderland Rd, Market Deeping, Peterborough PE6 8FD, UK",GB,Market Deeping,Peterborough,5,18,-0.30945,52.68894,PE6 8FD,PE6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJe6NM7YWncEgRXSNNT2CMidQ,The Boss Partnership,"No1, Parkside Ct, Greenhough Rd, Lichfield WS13 7FE, UK",GB,,Lichfield,5,133,-1.83809,52.68734,WS13 7FE,WS13,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde03a6788d4fc0d6af619_lichfield.png,,,,,,,,,,,,,
ChIJJy8iqeuncEgRVwgmG6Mt3TM,Business Accounting Ltd,"Business Accounting Ltd, Advantage House, Stowe St, Lichfield WS13 6AQ, UK",GB,,Lichfield,5,18,-1.82352,52.68536,WS13 6AQ,WS13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJKSrxs5GlcEgRvTQusGSDyFk,Vesey Accounting Services Ltd,"Suite 1, Trinity House, 33a Market St, Lichfield WS13 6LA, UK",GB,,Lichfield,5,17,-1.82818,52.6836,WS13 6LA,WS13,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJu0fbRhWncEgRi_hKWVdkths,Every Cloud Accounting,"9 Flinn Cl, Lichfield WS14 9YU, UK",GB,,Lichfield,5,32,-1.81184,52.67941,WS14 9YU,WS14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde03a6788d4fc0d6af619_lichfield.png,,,,,,,,,,,,,
ChIJ10HMYjjFWycRaYgVouTzeXE,ICPA (Independent Certified Practising Accountants),"Windsor, Troon Way Business Centre, Humberstone Ln, Thurmaston, Leicester LE4 9HA, UK",GB,Thurmaston,Leicester,4.9,14,-1.09056,52.66428,LE4 9HA,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJAQDLLaZhd0gRi3Txz9_wkuQ,QAccounting Ltd,"Windsor House, Troon Way Business Centre, Humberstone Ln, Leicester LE4 9HA, UK",GB,,Leicester,4.6,99,-1.0905,52.66427,LE4 9HA,LE4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJ0_29ru9hd0gRa_8eu52yXvI,Fazlanie Financial Accountants,"272 Melton Rd, Leicester LE4 7PB, UK",GB,,Leicester,5,26,-1.1147,52.66012,LE4 7PB,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJKavKD6Fhd0gRgzoPGGUU3Ag,Helpatax Chartered Accountants,"244 Melton Rd, Leicester LE4 7PG, UK",GB,,Leicester,5,26,-1.11568,52.65861,LE4 7PG,LE4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJq0Wqbvhhd0gRMeG3hYgUVRg,Beechwood Accountants,"Ground Floor, Vantage Park, 6 High View Cl, Leicester LE4 9LJ, UK",GB,,Leicester,5,24,-1.08361,52.65721,LE4 9LJ,LE4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJc3anyoJhd0gRFlp0vz_fYUM,Transform Business Advisers and Accountants Ltd,"1 Roseneath Ave, Leicester LE4 7GS, UK",GB,,Leicester,4.9,12,-1.09959,52.65627,LE4 7GS,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJychA9m9hd0gRAc8TzsKiSaQ,Cavelles Ltd,"111 Ross Walk, Leicester LE4 5HH, UK",GB,,Leicester,4.9,147,-1.12526,52.65366,LE4 5HH,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJG7eDiZ1hd0gRB2hxyyPxKWc,Bright Books Accountancy Ltd,"90 Ashcott Ave, Leicester LE4 0ER, UK",GB,,Leicester,5,22,-1.15599,52.6535,LE4 0ER,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJ96M6tqlhd0gRTiil6rEVSoo,BGS Accounting Limited | Accountants Leicester,"75 Exploration Dr, Leicester LE4 5NU, UK",GB,,Leicester,4.9,28,-1.13372,52.65273,LE4 5NU,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJDeFi4uljd0gRe5CxbGSeoj4,Byte Accounting,"Suite 4, New, Humberstone House, 40 Thurmaston Ln, Leicester LE5 0TE, UK",GB,,Leicester,5,32,-1.0797,52.65053,LE5 0TE,LE5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJ_TMcmMJhd0gRAdPbG84Nk-E,Expert Accounting,"11 Glendon St, Leicester LE4 6JS, UK",GB,,Leicester,5,15,-1.11523,52.64999,LE4 6JS,LE4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJZ62M2xphd0gRm47Cvdb4SVI,Farda Accountants,"36 Portishead Rd, Leicester LE5 0JL, UK",GB,,Leicester,5,17,-1.09791,52.64656,LE5 0JL,LE5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJb6wN8mJhd0gRvdRCPVWo8Fk,TaxAssist Accountants,"188 Uppingham Rd, Leicester LE5 0QG, UK",GB,,Leicester,4.9,211,-1.08871,52.6423,LE5 0QG,LE5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJiy_tJP5hd0gR4Dg__ad__QU,KS3 ACCOUNTANCY,"227 Uppingham Rd, Rowlatts Hill, Leicester LE5 4DG, UK",GB,Rowlatts Hill,Leicester,5,130,-1.09115,52.64206,LE5 4DG,LE5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJtwOlLBNhd0gRxBr71ytQXFM,"Gower Accountancy, ACCA","250 Humberstone Rd, Leicester LE5 0EG, UK",GB,,Leicester,4.8,56,-1.11155,52.64114,LE5 0EG,LE5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJhdgW_WNhd0gRZRTzEGrpJIc,Watergates Accountants Leicester,"109 Coleman Rd, Leicester LE5 4LE, UK",GB,,Leicester,4.9,18,-1.09136,52.63836,LE5 4LE,LE5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJE8tc4gthd0gRpoPY4ZSKFHc,LCA Leicester Commercial Accountants,"122c Bridge Rd, Leicester LE5 3QN, UK",GB,,Leicester,5,14,-1.10229,52.63811,LE5 3QN,LE5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJwYjMdBlhd0gRo3s4ffaMcv8,Motif Accounting Leics Ltd,"17 Wharf St S, Leicester LE1 2AA, UK",GB,,Leicester,5,23,-1.12701,52.63763,LE1 2AA,LE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJ41NKSRlhd0gR2hWBWbM9_-Q,Duncan & Toplis,"37 Clarence St, Leicester LE1 3RW, UK",GB,,Leicester,5,27,-1.12969,52.63709,LE1 3RW,LE1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJH02GgORgd0gRgPmdxGGXCHQ,I Hate Numbers,"29-35 St.Nicholas Pl, Leicester LE1 4LD, UK",GB,,Leicester,4.9,71,-1.13931,52.63521,LE1 4LD,LE1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJb81WkRbj2UcR8kcQrwlOHf4,ATF Accountancy,"Sackville Place, Norwich NR3 1JU, UK",GB,,Norwich,5,103,1.296136,52.63495,NR3 1JU,NR3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde17f0278d26b2a701501_norwich.png,,,,,,,,,,,,,
ChIJGz8jz89hd0gR0JWvnKoecb4,TaxAssist Accountants,"Rutland House, 23 - 25 Friar Ln, Leicester LE1 5QQ, UK",GB,,Leicester,5,14,-1.13587,52.63349,LE1 5QQ,LE1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJK87Hgr1jd0gR_m6Cai8qJSU,dns accountants - Leicester,"Rutland House, 23-25 Friar Ln, Leicester LE1 5QQ, UK",GB,,Leicester,5,13,-1.13593,52.63349,LE1 5QQ,LE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJAwukt2lhd0gR15VOcmOKxek,Smart Tax and Accounting Ltd,"Rutland House, 23-25 Friar Ln, Leicester LE1 5QQ, UK",GB,,Leicester,5,28,-1.13592,52.63348,LE1 5QQ,LE1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJ3YjKWURjd0gRyAc3zqPGSE0,Fields Finance Accountants,"54 Davenport Rd, Rowlatts Hill, Leicester LE5 6SA, UK",GB,Rowlatts Hill,Leicester,5,19,-1.072,52.63333,LE5 6SA,LE5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJU0HbnkVhd0gRfEISiTtZ_E0,AIMS Accountants For Business - Imran Sattar,"Pilgrim House, Town Hall Square, 10 Bishop St, Leicester LE1 6AF, UK",GB,,Leicester,5,44,-1.13175,52.6333,LE1 6AF,LE1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJiR0lcCBhd0gRSJlRZ2S5GHc,MNE Accounting,"The Phoenix Yard, 5-9 Upper Brown St, Leicester LE1 5TE, UK",GB,,Leicester,4.8,42,-1.1354,52.63134,LE1 5TE,LE1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJMyJp5CFhd0gR-sxv5QqlRqM,Meridian Accountancy,"Innovation Centre, De Montfort House, University 49 Oxford St, Leicester LE1 5XY, UK",GB,,Leicester,5,20,-1.13472,52.62951,LE1 5XY,LE1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJua-brunj2UcRe9JBYosBf3Q,Norwich Accountancy,"19 Upper King St, Norwich NR3 1RB, UK",GB,,Norwich,4.8,53,1.299089,52.6295,NR3 1RB,NR3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJm0L1sDxhd0gRBNfOl8yyMSY,Smartfield Accountants,"First Floor, 81 London Rd, Leicester LE2 0PF, UK",GB,,Leicester,5,193,-1.12315,52.6292,LE2 0PF,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJK81Gfv5hd0gRmFINVvVxxqY,Protective Figures Ltd - Small Business Accountants,"First Floor, 81 London Rd, Leicester LE2 0PF, UK",GB,,Leicester,5,25,-1.12315,52.6292,LE2 0PF,LE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJ_e9tuRhhd0gR6Yy5QWSRjlA,Bloom Accountants Leicester,"Lancelot House, 1-3 Upper King St, Leicester LE1 6XF, UK",GB,,Leicester,5,20,-1.13144,52.62875,LE1 6XF,LE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJpV-nmTthd0gRTfAEwdrNnY0,Cheyettes Chartered Certified Accountants,"167 London Rd, Leicester LE2 1EG, UK",GB,,Leicester,4.9,54,-1.11944,52.62696,LE2 1EG,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJo8upc-jj2UcRA2m8j2vUI9A,Larking Gowen,"Prospect House, Rouen Rd, Norwich NR1 1RE, UK",GB,,Norwich,4.7,32,1.297571,52.62629,NR1 1RE,NR1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJ4wPSqTthd0gRZ7qQH22rPd0,Mark J Rees LLP - Accountants | Tax Advice,"Granville Hall, Granville Rd, Leicester LE1 7RU, UK",GB,,Leicester,3.5,13,-1.12033,52.62562,LE1 7RU,LE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJw9oydpPj2UcRv0ebVg-WiM0,GLX - Accountants Norwich,"69-75 Thorpe Rd, Norwich NR1 1UA, UK",GB,,Norwich,4.9,49,1.319287,52.62476,NR1 1UA,NR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJBUsqnrmEWicRmNiSKYpMJfs,Envisage Chartered Certified Accountants,"32 Kimberley Rd, Leicester LE2 1LF, UK",GB,,Leicester,5,24,-1.11205,52.62474,LE2 1LF,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJI7wckEhhd0gRpCvlGAV9lG8,The Zak Partnership Ltd - Chartered Certified Accountants,"20 Ashfield Rd, Leicester LE2 1LA, UK",GB,,Leicester,5,36,-1.1073,52.62215,LE2 1LA,LE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJwRLntD1hd0gR5TJZvpI-3cU,AccTax Accountants,"88 Romway Rd, Leicester LE5 5SB, UK",GB,,Leicester,4.8,23,-1.0925,52.62019,LE5 5SB,LE5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJ2VUlYZRmd0gRpP-Ims-3bng,Whitehall Accountants,"The Coach House, Desford Hall, Leicester LE9 9JJ, UK",GB,,Leicester,5,36,-1.25912,52.61784,LE9 9JJ,LE9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJExaoqW1hd0gRWnkJ9O80CHM,TaxAssist Accountants,"367 Welford Rd, Leicester LE2 6BJ, UK",GB,,Leicester,5,93,-1.12428,52.61234,LE2 6BJ,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJD_3QSyNhd0gRxI7osiaKWeE,M Cubed Chartered Accountants,"Unit 8, The Courtyard, Gaulby Ln, Stoughton, Leicester LE2 2FL, UK",GB,Stoughton,Leicester,5,43,-1.05657,52.61188,LE2 2FL,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJR9g53UqfcEgRmEkQl-cIh2E,L&J's Accountants Walsall - Vat Accountants - Payroll,"511 Bloxwich Rd, Bloxwich, Walsall WS3 2XA, UK",GB,Bloxwich,Birmingham,5,56,-1.99248,52.60567,WS3 2XA,WS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde43a8b4a723a3da45f20_walsall.png,,,,,,,,,,,,,
ChIJv1eUzAJkd0gR-k41d76y8yU,Fairfax Tax and Accounts,"9 Stoughton Rd, Oadby, Leicester LE2 4DS, UK",GB,Oadby,Leicester,5,43,-1.08426,52.60166,LE2 4DS,LE2,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJHf1vRH1dd0gR_eO26Rw4Kus,Fairford Accountants Limited,"Meridian Business Park, Unit 8 Harcourt Way, Leicester LE19 1WP, UK",GB,,Leicester,5,16,-1.1897,52.60144,LE19 1WP,LE19,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJeXgR_8GbcEgRTuYMdpUsB_U,Trilogy Accountants Ltd â€“ Accountancy Services UK,"9 Church St, Wolverhampton WV11 1SR, UK",GB,,Wolverhampton,5,112,-2.08379,52.59933,WV11 1SR,WV11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde4d6f5ac8d91c5f6531c_wolverhampton.png,,,,,,,,,,,,,
ChIJMYf1FuBnd0gRxDdPBvJSEnk,PKS Accountants Ltd,"50 Brabazon Rd, Oadby, Leicester LE2 5HD, UK",GB,Oadby,Leicester,5,19,-1.08676,52.59717,LE2 5HD,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJEbt_AfFnd0gRJ6iFMee2CA8,Dr.Tax - Chartered Certified Accountants Leicester,"the old school house, 65A London Rd, Oadby, Leicester LE2 5DN, UK",GB,Oadby,Leicester,5,104,-1.07603,52.59672,LE2 5DN,LE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://cdn.prod.website-files.com/652d1737a649f74737889bff/69dde026cfe98cd4dc735215_leicester.png,,,,,,,,,,,,,
ChIJnWlm-3xnd0gR2ma7ZMEZuxM,Mercia Group Ltd,"Grove Park, 2 Thorpe Way, Enderby, Leicester LE19 1SU, UK",GB,Enderby,Leicester,3.9,11,-1.18998,52.59468,LE19 1SU,LE19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJH6-r3kxld0gR8hq-uJVEYZ0,BRS ACCOUNTING SERVICES LIMITED,"6 Woodlands Ct, Oadby, Leicester LE2 4QE, UK",GB,Oadby,Leicester,5,28,-1.05222,52.59424,LE2 4QE,LE2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJyxHNOFufcEgRgVFe6kZc7v4,Anna Goodwin Accountancy,"47 William St, Walsall WS4 2AX, UK",GB,Walsall,Birmingham,5,31,-1.97646,52.59258,WS4 2AX,WS4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJCZObtALxd0gR0EvJxK1yJ-o,AA Accountants,"6, Blenheim Court, Peterborough PE1 2DU, UK",GB,,Peterborough,4.9,16,-0.2561,52.59184,PE1 2DU,PE1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,
ChIJu4UR4s2lcEgRipK-U_uLzd0,Haslehursts,"88 Hill Village Rd, Four Oaks, Birmingham, Sutton Coldfield B75 5BE, UK",GB,Sutton Coldfield,Birmingham,4.9,11,-1.83119,52.59155,B75 5BE,B75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
ChIJM31LzXubcEgRRzvNR0u3WoY,Chartered Accountants In Wolverhampton | Appleby Mall,"86 Tettenhall Rd, Wolverhampton WV1 4TF, UK",GB,,Wolverhampton,4.6,11,-2.14948,52.59009,WV1 4TF,WV1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,
